,game,release_date,genre,platforms,developer,esrb_rating,ESRBs,metascore,userscore,critic_reviews,user_reviews,num_players,summary
267,Mario Kart 8 Deluxe,"Apr 28, 2017","Other, Racing, Arcade, Automobile",Dreamcast,Nintendo,E,,92,8.6,95,2373,Up to 12 Players,"Race and battle your friends in the definitive version of Mario Kart 8. Hit the road with the definitive version of Mario Kart 8 and play anytime, anywhere! Race your friends or battle them in a revised battle mode on new and returning battle courses. Play locally in up to 4-player multiplayer in 1080p while playing in TV Mode. Every track from the Wii U version, including DLC, makes a glorious return. Plus, the Inklings appear as all-new guest characters, along with returning favorites, such as King Boo, Dry Bones, and Bowser Jr. Race your friends in the definitive version of Mario Kart 8, only on Nintendo Switch. Race as every character on every track from the Wii U version, including DLC characters and tracks. Pop some balloons in the revamped Battle mode, complete with Balloon Battle and Bob-omb Blast. Battle on new courses, like Urchin Underpass and Battle Stadium, or returning ones, such as GCN Luigi's Mansion and SNES Battle Course 1. Inkling Girl & Inkling Boy from Splatoon, King Boo, Dry Bones, and Bowser Jr. join the roster. Players can choose a new Smart Steering feature which makes driving and staying on the track easy for novice players and kids even at 200cc. Three new vehicles have been added, two are even inspired by Splatoon. Carry two items at the same time. Returning items include Boo, the item stealing ghost, and the Feather, which gives you a high jump in battle mode. Play your friends in local wireless multiplayer with up to 8 players. Drive through in 1080p HD quality in TV mode. Play on the go with handheld mode and play anytime, anywhere."
268,The ICO & Shadow of the Colossus Collection,"Sep 27, 2011","Miscellaneous, Action Adventure, Fantasy, Compilation, Compilation",Dreamcast,Bluepoint Games,T,,92,8.7,58,677,1 Player,This collection provides HD and 3D updates for PS2 classics Ico and Shadow of the Colossus.
269,Rayman Origins,"Nov 15, 2011","Action, Action Adventure, Platformer, Fantasy, Platformer, 2D, 2D",Dreamcast,UBlart Montpellier,E10+,Comic Mischief Mild Cartoon Violence Suggestive Themes,92,8.5,13,195,1-4 Players,"Rayman's new adventure is a two-dimensional cooperative platformer with a colorful, whimsical art style."
270,Metroid Prime 2: Echoes,"Nov 15, 2004","Action, Shooter, First-Person, Sci-Fi",Dreamcast,Retro Studios,T,Animated Blood Violence,92,8.9,60,441,1-4 Players,"The sequel to Metroid Prime puts you in the role of bounty hunter Samus Aran once again. Your mission is to locate federation troopers who are missing on Aether--a planet torn into light and dark domains. To help you travel through the depths of light and dark, you'll have all-new beam weapons, a screw attack, and power-ups. Eliminate your enemies, solve puzzles, and open doors in an effort to restore peace to Aether. Metroid Prime 2: Echoes also features competitive multiplayer modes supporting up to four players. "
271,Out of the Park Baseball 17,"Mar 22, 2016","Sports, Team, Baseball, Sim",Dreamcast,Out Of The Park Developments,,,92,3.3,8,239,1 Player,"Step into the shoes of a team owner, GM, and/or field manager to own the future or rewrite the past of your favorite real-world club. Start a new career with 2016 Opening Day rosters of the real major or minor leagues, or span through 150 years of history and run any club from the past! Perform drafts, trades, scouting, waivers, team finances and personnel. Negotiate player contracts. Dive into the more hands-on management and set your team's lineups, pitching staffs, and in-game strategy. You can oversee your league at a high level, or play out each game, managing play by play or even pitch by pitch!"
272,Metroid Fusion,"Nov 17, 2002","Action Adventure, Sci-Fi",Dreamcast,Nintendo,E,Violence,92,9.0,44,375,1 Player,"While lending mission support on planet SR388, interstellar bounty hunter Samus Aran is attacked by an X parasite, an organism with the ability to mimic the abilities of any creature it infects. Near death, Samus is saved by a vaccin made from the DNA of the last Metroid--the X parasite's only natural predator. When the X spread to a research station in orbit around SR388, a weakened Samurs is forced to exterminate them all...or die trying."
273,The Witcher 3: Wild Hunt - Blood and Wine,"May 30, 2016","Role-Playing, Action RPG",Dreamcast,CD Projekt Red Studio,M,,92,9.1,50,3608,1 Player,"This expansion pack is an old-school add on with 20 hours of new adventures, where players will travel to the land of Toussaint."
274,Final Fantasy VI Advance,"Feb  5, 2007","Role-Playing, Console-style RPG",Dreamcast,TOSE,E10+,Mild Fantasy Violence Mild Suggestive Themes,92,8.7,25,454,1-2 Players,"This title are more than a simple port of the SNES classic — every aspect of the games has been reviewed and enhanced. Additionally, a host of brand-new elements has been seamlessly merged with the original game, providing unexpected surprises for longtime fans. With new dungeons, new job classes, and other exciting features, both old-school players and newcomers can enjoy this genre-defining FINAL FANTASY title in a portable format."
275,Rayman Legends,"Sep  3, 2013","Action, Platformer, Platformer, 2D, 2D",Dreamcast,Ubisoft Montpellier,E10+,Cartoon Violence Comic Mischief Mild Cartoon Violence,92,8.7,35,559,1 Player,"Rayman, Globox, and the Teensies are off wandering through an enchanted forest when they discover a mysterious tent filled with a series of captivating paintings. As they look more closely, they notice each painting seems to tell the story of a mythical world. While focusing on a painting that shows a medieval land, they are suddenly sucked into the painting, entering the world, and the adventure begins. The gang must run, jump and fight their way through each world to save the day and discover the secrets of every legendary painting. Rayman Legends takes full advantage of the Wii U and its new GamePad’s capabilities. Use the touch screen to take out enemies, manipulate platforms, cut ropes to clear a path and much more. With the gyroscope technology, you can move rotating platform and there are many more surprises to come."
276,Dragon Quest XI S: Echoes of an Elusive Age - Definitive Edition,"Dec  4, 2020","Role-Playing, Japanese-Style",Dreamcast,Square Enix,T,,92,8.3,16,132,1 Player,"The Definitive Edition includes all the content from the original release of the acclaimed DRAGON QUEST XI, and adds extra character-specific scenarios, the choice of playing with the original soundtrack or a grand orchestral version of the music, the ability to switch between 2D and 3D graphic modes, a Japanese voice-acting option, and much more. "
277,Tiger Woods PGA Tour 2003,"Nov  5, 2002","Sports, Traditional, Individual, Golf, Sim, Sim",Dreamcast,Headgate,E,,92,5.0,14,39,1-8 Players,"New course lineup: Twelve detailed courses include Pebble Beach Golf Links, TPC of Scottsdale and Torrey Pines South. New effects: Feel the sun, the wind, the fog and the grass as you walk 18. The most PGA TOUR pros: Play as or against Tiger Woods, Ty Tryon, Vijay Singh, Brad Faxon and many others. TrueSwing technology: Take full control over your swing, from straight drives to hooks and draws. Career mode: Purchase new equipment and lessons, hone your skills, and make your way to the top of the career rankings. [EA Sports]"
278,Madden NFL 2005,"Aug  9, 2004","Sports, Traditional, Football, Sim",Dreamcast,EA Tiburon,E,,91,7.3,39,32,"1-4 Players, 2 Players Online","Madden NFL 2005 introduces the Hit Stick, a new feature that lets players turn a game around with a crucial tackle. Along with all-new defensive preplay controls and defensive artificial intelligence enhancements, the defense now has a diverse arsenal of weapons available. Also, the depth of Franchise mode grows with the addition of Storyline Central, a weekly radio talk show that discusses current stories regarding your team and the league. With even more Franchise mode additions, hundreds of new animations, and the new Create-a-Fan feature, Madden NFL 2005 takes the series to the next level."
279,Super Street Fighter IV,"Apr 27, 2010","Action, Fighting, Fighting, 3D, 2D, 3D",Dreamcast,Capcom,T,Alcohol Reference Mild Language Suggestive Themes Violence,91,7.7,55,134,Up to 8 Players,"The follow-up to Street Fighter IV further redefines the fighting game genre with classic 2D Street Fighter fighting action, a host of new and returning characters, more advanced online gameplay, new ultra combos and much more. Super Street Fighter IV features the full roster of 25 characters from Street Fighter IV such as Ryu, Ken, Crimson Viper, Abel, El Fuerte, and Rufus, while adding about eight characters new to the world of Street Fighter IV. The impressive new roster includes classic combatants from previous Street Fighter games like T. Hawk as well as all-new characters such as the mysterious and deadly female fighter, Juri. Super Street Fighter IV adds new Ultra Combos and advancements to the state of the art online matchmaking and online gameplay introduced in Street Fighter IV with numerous additional features. Super Street Fighter IV takes many of the groundbreaking features introduced in Street Fighter IV and refines everything to deliver the ultimate vision of Street Fighter to fans the world over. [Capcom]"
280,Pac-Man Championship Edition DX,"Nov 23, 2010","Adventure, General, Action, General, General, Arcade",Dreamcast,Namco Bandai Games,E,,91,7.9,25,94,1 Player,"PAC-MAN Championship Edition DX continues to uphold NAMCO BANDAI's tradition of enhancing a classic franchise for today's gamer. Building upon PAC-MAN Championship Edition’s original six courses, the new game features more than 100 varied and mind-boggling mazes to navigate. Several new modes will also be available to test a player's pellet-munching aptitude. In Time Attack Mode, players will vie for the quickest clear time. Fulfill a series of objectives in Mission Mode or compete to devour the most number of ghosts gobbled in Ghost Mode. "
