Rating;Title;Text
5.0 out of 5 stars;Durable cable construction;Now I don't have one cable from one device to another. Just what the doctor ordered, this multipack.
3.0 out of 5 stars;Bueno;No me agrado su calidad es baja
5.0 out of 5 stars;good cables;good cables
1.0 out of 5 stars;One of the five cables was severely defective.;See the photo. Notice that the the cable is attached only to the computer. The other four cables were OK, or at least don't bring up this error. I never thought to check them on arrival. cables just ought to work. Moral of the story: From now on check everything when it arrives and assume nothing.I suppose this is just one bad from a huge bunch of good cables. But it is scary that it failed in this way. luckily I tried it with the computer and not a power adapter.
1.0 out of 5 stars;10 ft ones don't work;Have to keep messing with too get them to charge
1.0 out of 5 stars;Do not buy;Only 1 of the 5 cables worked.
1.0 out of 5 stars;Poor quality and not fast charging;I've had these cables less than 2 months. 2 of cord 3 cords that we have used are splitting and frayed, wires exposed, after minor use. Also they are not fast charging as they are advertised
2.0 out of 5 stars;Not lasting quite a year.;Not lasting quite a year. Two out of three the C connector is coming apart. Not working with my drive assist. transmitting
2.0 out of 5 stars;Not consistent;I always get the check connection when using these cords. Other brand cables do not do this so I know it is not my phone.
2.0 out of 5 stars;Loses connection;Tested on multiple Samsung phones. 3.3ft and 6ft both would connect/disconnect/connect/disconnect without moving the phone.Other cables purchased are not seeing the same issue.Emailed the support email and never got a reply.
2.0 out of 5 stars;Fraying near the connector;This cable worked fine for a few months but the woven part started fraying and now it charges intermittently or slower than it used to. Apple’s cables don’t do this.
3.0 out of 5 stars;Cable;Cable
1.0 out of 5 stars;Receieved 4/5 cords;The cords seem fine I just didnt receieve one in a sealed package It would be my bet this is standard procedure.  Im sure ill be contacted to recieve my full order but regardless this company provides less than ordered and then hopes you dont notice.
3.0 out of 5 stars;Not durable three broke after 2 months;Three broke after two months!
2.0 out of 5 stars;Quick charging,  but cords quit charging after awhile;I really liked that this included different lengths of cords. They did charge quickly. But they just didn't last very long. The cord itself didn't fray or detach, they just quit charging. I used with two different phones with same result.
2.0 out of 5 stars;Unreliable, flakey USB C connection.;Very unreliable. Two of the cables stopped working after about a week, flakey connection at the usb-c side. I often have to wiggle or unplug/plug back in to my phone to resume charging. They look nice but the unreliable connection is a deal breaker for me. They'll be destined for the trash can soon.
2.0 out of 5 stars;Poor Quality;I've been using 3 out of the 5 cables in the past two months. Two of them are no longer fast charging. It would normally charge my phone from 1 percent to 100 percent within 1 hour and 30 minutes. The 2 faulty cables, now indicates 6 hours charging time.  Im currently using a Samsung galaxy s10.
5.0 out of 5 stars;does exactly what I wanted;I needed a very large usb c charging cable and this was perfect
5.0 out of 5 stars;These are better than described!;These cords are extremely durable. They charge wonderfully. And they are perfectly priced.
2.0 out of 5 stars;Fall apart;Got at the end of Nov and I have already gone through half the pack. They fall apart quickly
1.0 out of 5 stars;Save your money, don't purchase;These worked fine for a few weeks. Than stopped charging my phone slowly. A week after my returnable date and the chargers dont work. My phone is literally dying even though it is plugged into my fast charging box. When the original cord that came with my phone is used, my phone charges just fine. It is not the box, these cords are crap. Dont purchase
2.0 out of 5 stars;The are not durable;I went through two cords within two weeks.  😳 Amazon need to have better quality control.  I usually relate Amazon with good to great quality and service.
2.0 out of 5 stars;Carga super lenta;Carga super lenta,galaxy note 10 plus original dura carga de 1 hora 20, pero con este cable 4 horas
