Text,Rating
several cable charge properly due cheap wiring swivel tip already disappointed support fast charging fault working month use horrible ft never workered right ft going,1.0 out of 5 stars
brick end charge standard usb slot current brick usbc cable seems like would last long impression,3.0 out of 5 stars
charge slow,2.0 out of 5 stars
super easy use work well,5.0 out of 5 stars
cord clip work really well short period time gone box cord iphone clip within year initially clip actually worked box cord every month cord go bad cord frayed worn either stop working nearly year purchasing box every cord clip non functional encourage buy apple cord work long term save hassle waste money,1.0 out of 5 stars
always say slow charging even though say suppose fast charging already cord working tried different outlet different plug part still charge phone,3.0 out of 5 stars
good product magnetic end dose hold long,3.0 out of 5 stars
unusable cord gave away cord check connection carefully ordering,2.0 out of 5 stars
cable stopped charging hour use tried multiple time change cable adapter source power get positive result,1.0 out of 5 stars
returned data capability work android auto car magnetism strong though could hang phone air connecting cord charger hanging onto cord also really liked led light covered charging nice sleeping would perfect data transfer ability,2.0 out of 5 stars
love charging cord easy use last longer turn,5.0 out of 5 stars
stay charging phone connect two end magnet connect charge maybe second disconnect,2.0 out of 5 stars
good,5.0 out of 5 stars
work advertised swivel head nice guessing strand going swizel pump much juice,3.0 out of 5 stars
